Qualified for pricelist >= 2024;Code;Name;Description;LicenseDuration;MaintenanceDuration;ExpectedDeliveryTime;PaymentModel;ExpectedInvoiceDate;GrantOfRights;Profile;MandatoryOptional_ID;LicenseMethod;Cost_Center;Discount_Rate;Operational_Profit_Rate;OperationalProfitType;Perpetual;Support_Hours_Amount;UpdateRight;Apply_Withholding_Tax
yes;483;Floating License - Subscription;"- Floating License per seat (as defined in Elektrobit T&C)
- Including MAINTENANCE (as defined on page ""Definitions"")
- Annual subscription will be automatically renewed if not terminated three months prior to expiration.";12 months / yearly automatically renewed;12 months / yearly automatically renewed;FINALIZED PURCHASE PROCESS + 2 weeks;Annual subscription;First payment due after FINAL DELIVERY / Recurring payment based on LICENSE PERIOD;Elektrobit Tooling Licence;License;;FlexNet Publisher Server Activation Code;6400;10;50;Fix rate;FALSE;;UpdateRightByConfiguration;TRUE
;484;Subscription + Royalty Price per unit;It is a combination of an active development subscription plus royalties per unit.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;0;UpdateRightByConfiguration;TRUE
;485;"Royalty price per unit (&lt; 10.000 units per year)";"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;486;Royalty price per unit (units 10,001 to 20,000 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;487;Royalty price per unit (units 20,001 to 40,000 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;488;Royalty price per unit (units 40,001 to 80,000 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;489;Royalty price per unit (units 80,001 to 160,000 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;490;Royalty price per unit (units 160,001 to 320,000 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;491;Royalty price per unit (units above 320,001 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;492;"Royalty price per unit (&lt; 200 units per year)";"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;493;Royalty price per unit (units 201 to 400 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;494;Royalty price per unit (units 401 to 800 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;495;Royalty price per unit (units 801 to 1,600 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;496;Royalty price per unit (units 1,601 to 3,200 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;497;Royalty price per unit (units 3,201 to 10,000 per year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;498;Royalty price per unit (units above 10,001 year);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;499;Driver - Qualification Package - Compiler Options;Qualification of the Driver with custom compiler options. No adaptation of the Driver source code included.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;0;Calculated;FALSE;0;none;TRUE
;500;Driver - Porting Package – Compiler Version Update;Porting of the Driver to support a new compiler version including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;0;Calculated;FALSE;0;none;TRUE
;501;Driver - Porting Package - Compiler;Porting of the Driver to support a new compiler including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;0;Calculated;FALSE;0;none;TRUE
;502;Driver - Porting Package - MCU Derivative;Porting of the Driver to support a new derivative of an existing MCU family including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;0;Calculated;FALSE;0;none;TRUE
;503;Driver - Porting Package - MCU Family;Porting of the Driver to support a new MCU family including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;0;Calculated;FALSE;0;none;TRUE
yes;504;Third-party License;"- THIRD-PARTY COMPONENT (as defined in Elektrobit T&C)
- Third-party license according to product description & T&C of third-party company";perpetual;n/a;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;n/a;License;;no technical license protection;6400;10;;Calculated;TRUE;;none;TRUE
yes;505;Support Package;;n/a;n/a;In mutual alignment with the project;Monthly based on effort;Monthly based on effort;n/a;Product related service without profile;;no technical license protection;0;0;;Calculated;FALSE;;none;TRUE
yes;506;Development Maintenance for Company License for OEM;"- Extension of MAINTENANCE duration (as defined on page ""Definitions"")
- Valid for existing Company License for OEM

Please note:
- Updates and bugfixes are provided for the latest software version only.
- Tested only with the latest software version of related products (e.g., ELEKTROBIT TOOLING).";n/a;12 months;n/a;Annual payment;Anually at the beginning of the extended period;n/a;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;TotalAmountAsUpdateRight;TRUE
yes;507;BSP - standard µC;Board support package for a standard µC platform according to C focus list;n/a;n/a;In mutual alignment with the project;One-time payment;With FINAL DELIVERY;n/a;Integration Package;;no technical license protection;0;10;;Calculated;FALSE;;none;TRUE
yes;508;BSP - non-standard µC;Board support package for a non-standard µC platform according to µ focus list;n/a;n/a;In mutual alignment with the project;One-time payment;With FINAL DELIVERY;n/a;Integration Package;;no technical license protection;0;10;;Calculated;FALSE;;none;TRUE
yes;509;Single-User License (EB Assist);- Single-User License (as defined in Elektrobit T&C);perpetual;n/a;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;Elektrobit Tooling Licence;License;;FlexNet Publisher Application Activation Code;0;10;50;Fix rate;TRUE;;none;TRUE
yes;510;Dongled License (EB Assist);- Dongled License (as defined in Elektrobit T&C);perpetual;n/a;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;Elektrobit Tooling Licence;License;;FlexNet Publisher Dongle License File;0;10;50;Fix rate;TRUE;;none;TRUE
yes;511;Floating License (EB Assist);- Floating License per seat (as defined in Elektrobit T&C);perpetual;n/a;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;Elektrobit Tooling Licence;License;;FlexNet Publisher Server Activation Code;0;10;50;Fix rate;TRUE;;none;TRUE
yes;512;Information;"Specific information can be found in section ""Products and services"".";n/a;n/a;n/a;n/a;n/a;n/a;License;;no technical license protection;0;10;;Calculated;FALSE;;none;TRUE
yes;513;Infineon Evaluation License (3 months);"Further specifications can be found in the related ""Evaluation license agreement"" which need to be signed by CUSTOMER and Elektrobit.";3 months;n/a;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;n/a;License;;no technical license protection;6400;10;;Calculated;FALSE;;none;TRUE
yes;514;Development License - Subscription;"- Annual subscription will be automatically renewed if not terminated three months prior to expiration. 
- Including MAINTENANCE (as defined on page ""Definitions"") 
 
Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.";12 months / yearly automatically renewed;12 months / yearly automatically renewed;FINALIZED PURCHASE PROCESS + 2 weeks;Annual subscription;First payment due after FINAL DELIVERY / Recurring payment based on LICENSE PERIOD;Development License;License;;no technical license protection;0;10;;Fix rate;FALSE;30;UpdateRightByConfiguration;TRUE
yes;515;Production License - per Unit;"- Invoicing based on produced unit
- Price level based on annually produced volume

Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.";perpetual;n/a;n/a;Per unit;Monthly based on units;Reproduction and Distribution License;License;;no technical license protection;0;10;;Fix rate;TRUE;;none;TRUE
;516;Production License - One-Time-Payment;"- REPRODUCTION AND DISTRIBUTION LICENSE according to the defined TARGET ENVIRONMENT (as defined in Elektrobit T&C)

- One-Time Payment for the defined production scenario as defined in the quote

- LICENSEE acknowledges and agrees that neither the LICENSED PRODUCT nor the RUNTIME SOFTWARE or GENERATED SOFTWARE may be used in any series production unless explicitly released for series production by EB.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;0;10;;#N/A;TRUE;0;none;TRUE
yes;517;Production License - Subscription per Unit;"- Invoicing based on cumulated produced units
- Annual subscription will be automatically renewed if not terminated three months prior to expiration.
- Including MAINTENANCE (as defined on page ""Definitions"")

Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.";12 months / yearly automatically renewed;12 months / yearly automatically renewed;n/a;Annual subscription;Yearly based on units;Reproduction and Distribution License;License;;no technical license protection;0;10;;Fix rate;FALSE;;UpdateRightByConfiguration;TRUE
yes;518;Maintenance - Subscription per Unit;"- Installation of MAINTENANCE period (as defined on page ""Definitions"")
- Provides the security vulnerability and bug fixes and the right to deploy it to production version software.
- Valid for existing Production License – Subscription per Unit
- Invoicing based on cumulated produced units
- Annual subscription will be automatically renewed if not terminated three months prior to expiration.

Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.";n/a;12 months / yearly automatically renewed;n/a;Annual subscription;Yearly based on units;n/a;License;;no technical license protection;0;10;;Fix rate;FALSE;;TotalAmountAsUpdateRight;TRUE
yes;519;Maintenance - Subscription;"- Installation of MAINTENANCE period (as defined on page ""Definitions"") 
- Provides the security vulnerability and bug fixes and the right to deploy it to production version software 
- Valid for existing Production License – Royalty 
- Annual subscription will be automatically renewed if not terminated three months prior to expiration. 
 
Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.";n/a;12 months / yearly automatically renewed;n/a;Annual subscription;Anually at the beginning of the extended period;n/a;License;;no technical license protection;0;10;;Fix rate;FALSE;;TotalAmountAsUpdateRight;TRUE
;520;HW Repair;"- ELEKTROBIT HARDWARE-related repair 
- Scope defined in section ""Products and services"".";n/a;n/a;FINALIZED PURCHASE PROCESS + 16 weeks;One-time payment;With FINAL DELIVERY;n/a;Hardware;;no technical license protection;0;10;;#N/A;FALSE;0;none;TRUE
yes;521;Cybersecurity Maintenance - Subscription;"- Installation of MAINTENANCE period (as defined on page ""Definitions"")
- Provides the cybersecurity maintenance as defined in the Maintenance and Support Annex.  
- Possibility to get security vulnerability fixes for one specific RFM version and the right to deploy it to production version software.
- Annual subscription will be automatically renewed if not terminated three months prior to expiration.

Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.
The CyberSecurity MAINTENANCE is valid for one specific RFM version only.";n/a;12 months / yearly automatically renewed;n/a;Annual subscription;Anually at the beginning of the extended period;n/a;License;;no technical license protection;0;10;;Fix rate;FALSE;;TotalAmountAsUpdateRight;TRUE
yes;522;Maintenance;"- Installation of MAINTENANCE period (as defined on page ""Definitions"") 
- Provides the security vulnerability fixes, bug fixes and feature. updates and the right to deploy them to production version software 
- Valid for existing Production License – Royalty 
- Annual subscription will be automatically renewed if not terminated three months prior to expiration. 
 
Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.";n/a;12 months / yearly automatically renewed;n/a;Annual subscription;Anually at the beginning of the extended period;n/a;License;;no technical license protection;0;10;;#N/A;FALSE;0;none;TRUE
yes;523;Hardware Repair;"- ELEKTROBIT HARDWARE-related repair
- Scope defined in section ""Products and Services""";n/a;n/a;FINALIZED PURCHASE PROCESS + 16 weeks;One-time payment;With FINAL DELIVERY;n/a;Hardware;;no technical license protection;0;10;;Calculated;FALSE;;none;TRUE
yes;524;Node Locked License - Subscription;"- Node Locked License (as defined in Elektrobit T&C) 
- Annual subscription will be automatically renewed if not terminated three months prior to expiration.";12 months / yearly automatically renewed;12 months / yearly automatically renewed;FINALIZED PURCHASE PROCESS + 2 weeks;Annual subscription;First payment due after FINAL DELIVERY / Recurring payment based on LICENSE PERIOD;Elektrobit Tooling Licence;License;;FlexNet Publisher Application Activation Code;0;10;;Fix rate;FALSE;;UpdateRightByConfiguration;TRUE
yes;525;Support package (Elektrobit product);- Elektrobit product-related support by phone or support portal. Quota valid for 12 months;n/a;n/a;In mutual alignment with the project;One-time payment;With FINALIZED PURCHASE PROCESS;n/a;Product related service without profile;;no technical license protection;0;10;;Calculated;FALSE;10;none;TRUE
yes;526;License Services (EB Assist);"- EB Assist license-related service
- Scope defined in section ""Products and services"".";n/a;n/a;In mutual alignment with the project;One-time payment;With FINALIZED PURCHASE PROCESS;n/a;Product related service without profile;;ADTF Node-Locked License File;0;10;;Calculated;FALSE;;none;TRUE
yes;527;Development - Subscription;"- Annual subscription will be automatically renewed if not terminated three months prior to expiration. 
- Including MAINTENANCE (as defined on page ""Definitions"").";12 months / yearly automatically renewed;12 months / yearly automatically renewed;FINALIZED PURCHASE PROCESS + 2 weeks;Annual subscription;First payment due after FINAL DELIVERY / Recurring payment based on LICENSE PERIOD;Development License;License;;no technical license protection;0;10;;Fix rate;TRUE;20;UpdateRightByConfiguration;TRUE
yes;528;One time fee;;n/a;n/a;In mutual alignment with the project;One-time payment;With FINAL DELIVERY;n/a;Product related service without profile;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
yes;529;Maintenance fee - per Unit;"- Installation of MAINTENANCE period (as defined on page ""Definitions"")
- Provides the security vulnerability and bug fixes and the right to deploy it to production version software
- Invoicing based on produced unit
- Price level based on annually produced volume";n/a;n/a;n/a;Per unit;Monthly based on units;n/a;License;;no technical license protection;0;10;;Fix rate;FALSE;;none;TRUE
yes;530;Maintenance fee - Subscription;"- Installation of MAINTENANCE period (as defined on page ""Definitions"")
- Provides the security vulnerability and bug fixes and the right to deploy it to production version software
- Annual subscription will be automatically renewed if not terminated three months prior to expiration.";n/a;12 months / yearly automatically renewed;n/a;Annual subscription;Anually at the beginning of the extended period;n/a;License;;no technical license protection;0;10;;Fix rate;FALSE;;TotalAmountAsUpdateRight;TRUE
yes;531;Time and Material;;n/a;n/a;In mutual alignment with the project;Monthly based on effort;Monthly based on effort;n/a;Product related service without profile;;no technical license protection;0;10;;Calculated;FALSE;;none;TRUE
yes;532;Long Term Stable Maintenance - Subscription;"- Installation of MAINTENANCE period (as defined on page ""Definitions"")
- Includes the cybersecurity maintenance and additional bug fix support for one specific RFM version and right to deploy them to production version software as described in the Maintenance and Support Annex.
- Annual subscription will be automatically renewed if not terminated three months prior to expiration.

Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply. 
The Long Term Stable MAINTENANCE is valid for one specific RFM version only.";n/a;12 months / yearly automatically renewed;n/a;Annual subscription;Anually at the beginning of the extended period;n/a;License;;no technical license protection;0;10;;Fix rate;FALSE;;TotalAmountAsUpdateRight;TRUE
yes;533;Cybersecurity Update Package;Separately agreed software update including cybersecurity vulnerability fix for the agreed RfM version.;n/a;n/a;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;n/a;License;;no technical license protection;0;10;;Fix rate;FALSE;;none;TRUE
yes;534;Support Package (China);;n/a;n/a;In mutual alignment with the project;Monthly based on effort;Monthly based on effort;n/a;Product related service without profile;;no technical license protection;0;0;;Calculated;FALSE;;none;TRUE
yes;535;Support Package (Europe);;n/a;n/a;In mutual alignment with the project;Monthly based on effort;Monthly based on effort;n/a;Product related service without profile;;no technical license protection;0;0;;Calculated;FALSE;;none;TRUE
yes;536;Support Package (India);;n/a;n/a;In mutual alignment with the project;Monthly based on effort;Monthly based on effort;n/a;Product related service without profile;;no technical license protection;0;0;;Calculated;FALSE;;none;TRUE
yes;537;Support Package (Japan);;n/a;n/a;In mutual alignment with the project;Monthly based on effort;Monthly based on effort;n/a;Product related service without profile;;no technical license protection;0;0;;Calculated;FALSE;;none;TRUE
yes;538;Support Package (South Korea);;n/a;n/a;In mutual alignment with the project;Monthly based on effort;Monthly based on effort;n/a;Product related service without profile;;no technical license protection;0;0;;Calculated;FALSE;;none;TRUE
yes;539;Support Package (USA);;n/a;n/a;In mutual alignment with the project;Monthly based on effort;Monthly based on effort;n/a;Product related service without profile;;no technical license protection;0;0;;Calculated;FALSE;;none;TRUE
yes;542;Long Term Stable Maintenance for Project License;"General: Cybersecurity Monitoring is valid for predetermined versions, which is shared with all subscribers. The CSM subscription is offered for a maximum of 20 years after release of the Base Line Version. The yearly maintenance subscription will be automatically renewed if not terminated three months prior to expiration. The price depends on the corresponding License Profile.
Included: Cybersecurity Monitoring: Monitoring for defects and security vulnerabilities for CSM version, Monitoring of the market and the usage of the product, Threat analysis and risk assessment (TARA), Rating of incidents based on Common Vulnerability Scoring System (CVSS), Access to the customer portal (EB Command), Maintenance of the development, integration and test infrastructure for the selected version, Maintenance of the Elektrobit Cybersecurity Management system (certified by external entity)
Optional: Issue fixes can be ordered. Elektrobit will quote individually, Option to upgrade to LTS Maintenance, Option to upgrade the maintenance profile to cover additional customer products.
Not included: Any Maintenance delivery (Feature extensions, Issue fixes)";n/a;12 months / yearly automatically renewed;FINALIZED PURCHASE PROCESS + 2 weeks;Annual subscription;Anually at the beginning of the extended period;n/a;Integration Package;;no technical license protection;;10;0;Fix rate;FALSE;0;UpdateRightByConfiguration;TRUE
yes;543;Long Term Stable Maintenance for Product Line License;"General: The Long term stable (LTS) Maintenance is valid for predetermined versions (LTS versions), which is shared with all subscribers. The LTSM subscription is offered for a maximum of five years for platform-independent software following the release of the subsequent ACG Baseline version with the RFM quality level. The annual subscription will be automatically renewed if not terminated three months prior to expiration. Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.";n/a;12 months / yearly automatically renewed;#N/A;Annual subscription;Anually at the beginning of the extended period;n/a;Integration Package;;no technical license protection;;10;0;Fix rate;FALSE;0;UpdateRightByConfiguration;TRUE
yes;544;Long Term Stable Maintenance for Company License for Tier 1;"General: The Long term stable (LTS) Maintenance is valid for predetermined versions (LTS versions), which is shared with all subscribers. The LTSM subscription is offered for a maximum of five years for platform-independent software following the release of the subsequent ACG Baseline version with the RFM quality level. The annual subscription will be automatically renewed if not terminated three months prior to expiration. Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.

Included: Cyber Security Monitoring (Monitoring for defects and security vulnerabilities for the LTSM version). Maintenance of the development, integration and test infrastructure for the selected version. Fixes for known issues are included in the LTS version if the project is affected by the issue and requests them. The issue fixes can be shared directly with Quality Level Dev-Drop. Elektrobit provides one free LTS module update release per quarter for the LTS Version. The specific dates will be published on the roadmap. These updates includes issue fixes that meet Quality Level RFM or have
received Safety Approval, based on previously submitted requests. Right to deploy the software to production version software as described in the Maintenance and Support Annex.

Optional: Projects can order additional module update releases on request. Feature Change Requests (CRs) can be ordered additionally. The CRs need to fulfill specific criteria, so that they can be implemented in the specific RFM version.
The maintenance profile can be upgraded to extend coverage to additional projects.

Not included: Standard services such as Safety Approval Packages, SOP QP Packages, BSPs, CRs";n/a;12 months / yearly automatically renewed;#N/A;Annual subscription;Anually at the beginning of the extended period;n/a;Integration Package;;no technical license protection;;10;0;Fix rate;FALSE;0;UpdateRightByConfiguration;TRUE
yes;545;Long Term Stable Maintenance for OEM-restricted Company License for Tier 1;"General: The Long term stable (LTS) Maintenance is valid for predetermined versions (LTS versions), which is shared with all subscribers. The LTSM subscription is offered for a maximum of five years for platform-independent software following the release of the subsequent ACG Baseline version with the RFM quality level. The annual subscription will be automatically renewed if not terminated three months prior to expiration. Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.

Included: Cyber Security Monitoring (Monitoring for defects and security vulnerabilities for the LTSM version). Maintenance of the development, integration and test infrastructure for the selected version. Fixes for known issues are included in the LTS version if the project is affected by the issue and requests them. The issue fixes can be shared directly with Quality Level Dev-Drop. Elektrobit provides one free LTS module update release per quarter for the LTS Version. The specific dates will be published on the roadmap. These updates includes issue fixes that meet Quality Level RFM or have received Safety Approval, based on previously submitted requests. Right to deploy the software to production version software as described in the Maintenance and Support Annex.

Optional: Projects can order additional module update releases on request. Feature Change Requests (CRs) can be ordered additionally. The CRs need to fulfill specific criteria, so that they can be implemented in the specific RFM version.
The maintenance profile can be upgraded to extend coverage to additional projects.

Not included: Standard services such as Safety Approval Packages, SOP QP Packages, BSPs, CRs";n/a;12 months / yearly automatically renewed;#N/A;Annual subscription;Anually at the beginning of the extended period;n/a;Integration Package;;no technical license protection;;10;0;Fix rate;FALSE;0;UpdateRightByConfiguration;TRUE
yes;546;Long Term Stable Maintenance for ECU Cross-Platform License for OEM;"General: The Long term stable (LTS) Maintenance is valid for predetermined versions (LTS versions), which is shared with all subscribers. The LTSM subscription is offered for a maximum of five years for platform-independent software following the release of the subsequent ACG Baseline version with the RFM quality level. The annual subscription will be automatically renewed if not terminated three months prior to expiration. Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.

Included: Cyber Security Monitoring (Monitoring for defects and security vulnerabilities for the LTSM version). Maintenance of the development, integration and test infrastructure for the selected version. Fixes for known issues are included in the LTS version if the project is affected by the issue and requests them. The issue fixes can be shared directly with Quality Level Dev-Drop. Elektrobit provides one free LTS module update release per quarter for the LTS Version. The specific dates will be published on the roadmap. These updates includes issue fixes that meet Quality Level RFM or have
received Safety Approval, based on previously submitted requests. Right to deploy the software to production version software as described in the Maintenance and Support Annex.

Optional: Projects can order additional module update releases on request. Feature Change Requests (CRs) can be ordered additionally. The CRs need to fulfill specific criteria, so that they can be implemented in the specific RFM version.
The maintenance profile can be upgraded to extend coverage to additional projects.

Not included: Standard services such as Safety Approval Packages, SOP QP Packages, BSPs, CRs";n/a;12 months / yearly automatically renewed;#N/A;Annual subscription;Anually at the beginning of the extended period;n/a;Integration Package;;no technical license protection;;10;0;Fix rate;FALSE;0;UpdateRightByConfiguration;TRUE
yes;547;Long Term Stable Maintenance for OEM-restricted Product Line License;"General: The Long term stable (LTS) Maintenance is valid for predetermined versions (LTS versions), which is shared with all subscribers. The LTSM subscription is offered for a maximum of five years for platform-independent software following the release of the subsequent ACG Baseline version with the RFM quality level. The annual subscription will be automatically renewed if not terminated three months prior to expiration. Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.

Included: Cyber Security Monitoring (Monitoring for defects and security vulnerabilities for the LTSM version). Maintenance of the development, integration and test infrastructure for the selected version. Fixes for known issues are included in the LTS version if the project is affected by the issue and requests them. The issue fixes can be shared directly with Quality Level Dev-Drop. Elektrobit provides one free LTS module update release per quarter for the LTS Version. The specific dates will be published on the roadmap. These updates includes issue fixes that meet Quality Level RFM or have
received Safety Approval, based on previously submitted requests. Right to deploy the software to production version software as described in the Maintenance and Support Annex.

Optional: Projects can order additional module update releases on request. Feature Change Requests (CRs) can be ordered additionally. The CRs need to fulfill specific criteria, so that they can be implemented in the specific RFM version.
The maintenance profile can be upgraded to extend coverage to additional projects.

Not included: Standard services such as Safety Approval Packages, SOP QP Packages, BSPs, CRs";n/a;12 months / yearly automatically renewed;#N/A;Annual subscription;Anually at the beginning of the extended period;n/a;Integration Package;;no technical license protection;;10;0;Fix rate;FALSE;0;UpdateRightByConfiguration;TRUE
